Record ID,Intake Date,Intake Channel,311 SR Number,Business Category,Complaint Code,Business Unique ID,Business Name,Result Date,Result,Referred To,Contract Cancelled Amount,Refund Amount,Address Type,Building Nbr,Street1,Street2,Street3,Unit Type,Apt/Suite,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Census Block (2010),Census Tract (2010),Latitude,Longitude,Standardized_Business_Name
050286-2024-CMPL,11/5/24,311,311-20695882,Misc Non-Food Retail,Unlicensed,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,11/8/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
049257-2024-CMPL,10/20/24,311,311-20501997,Specialized Vending License - MFV,Cashless Business,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,10/21/24,Complaint Review Complete,,,,Complete Address,82,PLYMOUTH ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3346104,3000277501,BK38,1010,21,40.70389075,-73.99049284,NYC Soft Ice Cream Truck owned by Eddie Cumart
048761-2024-CMPL,10/14/24,Online,,Other,,BA-1681634-2023,Eddie’s Ice Cream Corp,11/15/24,Requested Information Not Provided,,,,Complete Address,25,HANK PL,,,,,STATEN ISLAND,NY,10309,Staten Island,503,51,5092586,5066940280,SI01,3024,198,40.51549411,-74.1975918,NYC Soft Ice Cream Truck owned by Eddie Cumart
047392-2024-CMPL,9/23/24,311,311-20183556,Specialized Vending License - MFV,Price Not Posted,BA-1709819-2024,Eddie's Ice Cream Corp.,10/24/24,Requested Information Not Provided,,,,Complete Address,82,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388734,3000457501,BK38,1008,21,40.70193092,-73.98967082,NYC Soft Ice Cream Truck owned by Eddie Cumart
045945-2024-CMPL,9/4/24,311,311-19935237,Specialized Vending License - MFV,Cashless Business,BA-1705349-2024,EDDIE'S ICE CREAM CORP,9/5/24,Complaint Review Complete,,,,Complete Address,30,PROSPECT ST,,,,Ice cream truck,BROOKLYN,NY,11201,Brooklyn,302,33,3388794,3000750001,BK38,1000,13,40.70072322,-73.98959167,NYC Soft Ice Cream Truck owned by Eddie Cumart
045171-2024-CMPL,8/26/24,311,311-19826401,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/26/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
045141-2024-CMPL,8/25/24,311,311-19820926,Specialized Vending License - MFV,Price Not Posted,BA-1693785-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/26/24,Complaint Review Complete,,,,Cross Street (Intersection),,MAIN STREET,PLYMOUTH STREET,,,,,NY,11201,Brooklyn,302,33,,,,,21,40.70390724,-73.99066235,NYC Soft Ice Cream Truck owned by Eddie Cumart
045050-2024-CMPL,8/24/24,311,311-19805110,Specialized Vending License - MFV,Price Not Posted,BA-1707002-2024,Eddies Ice Cream,9/25/24,Requested Information Not Provided,,,,Complete Address,125,CADMAN PLZ E,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388794,3000750001,BK38,1004,13,40.70017153,-73.98975404,NYC Soft Ice Cream Truck owned by Eddie Cumart
044928-2024-CMPL,8/22/24,311,311-19789738,Specialized Vending License - MFV,Price Not Posted,BA-1707142-2024,EDDIE ICE CREAM CORP,10/16/24,Consumer Took Action - CTA,,,,Complete Address,10529,METROPOLITAN AVE,,,,,FOREST HILLS,NY,11375,Queens,406,29,4078068,4032600044,QN17,2003,731,40.70998275,-73.84782093,NYC Soft Ice Cream Truck owned by Eddie Cumart
044772-2024-CMPL,8/21/24,311,311-19770023,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/21/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
044594-2024-CMPL,8/18/24,311,311-19743959,Specialized Vending License - MFV,Price Not Posted,BA-1693785-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/20/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,FRONT STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70252379,-73.98962384,NYC Soft Ice Cream Truck owned by Eddie Cumart
044451-2024-CMPL,8/16/24,311,311-19723652,Specialized Vending License - MFV,Cashless Business,BA-1697138-2024,Eddie's Ice Cream Corp,9/18/24,Requested Information Not Provided,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
043863-2024-CMPL,8/10/24,311,311-19649863,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/13/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
043742-2024-CMPL,8/9/24,311,311-19630315,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/12/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
043590-2024-CMPL,8/7/24,311,311-19608356,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/9/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
043520-2024-CMPL,8/6/24,311,311-19595818,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/6/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
043561-2024-CMPL,8/6/24,311,311-19604506,Specialized Vending License - MFV,Price Not Posted,BA-1693785-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/9/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,FRONT STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70252379,-73.98962384,NYC Soft Ice Cream Truck owned by Eddie Cumart
043441-2024-CMPL,8/5/24,311,311-19582982,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/7/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
043388-2024-CMPL,8/4/24,311,311-19573119,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/8/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
043250-2024-CMPL,8/2/24,311,311-19552729,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/5/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
043292-2024-CMPL,8/2/24,311,311-19558151,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/5/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
043295-2024-CMPL,8/2/24,311,311-19558177,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/6/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
043038-2024-CMPL,7/30/24,311,311-19525082,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,8/2/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
042851-2024-CMPL,7/29/24,311,311-19501969,Misc Non-Food Retail,Overcharge; Price Not Posted,BA-1703988-2024,Eddies Ice Cream Corp DBA NYC Soft Ice Cream,9/1/24,Complaint Review Complete,,,,Complete Address,157,ROCKAWAY BEACH BOULEVARD,,,,,FAR ROCKAWAY,NY,11694,Queens,484,32,4540230,4163250001,QN99,1020,918,40.56687536,-73.87059918,NYC Soft Ice Cream Truck owned by Eddie Cumart
042214-2024-CMPL,7/20/24,311,311-19399394,Specialized Vending License - MFV,Price Not Posted,BA-1703101-2024,Eddies Ice Cream Corp,8/21/24,Requested Information Not Provided,,,,Complete Address,125,CADMAN PLZ E,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3388794,3000750001,BK38,1004,13,40.70017153,-73.98975404,NYC Soft Ice Cream Truck owned by Eddie Cumart
042124-2024-CMPL,7/19/24,311,311-19388175,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/23/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
042125-2024-CMPL,7/19/24,311,311-19388184,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/24/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
042020-2024-CMPL,7/18/24,311,311-19376763,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/23/24,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
042021-2024-CMPL,7/18/24,311,311-19376766,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/23/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
041917-2024-CMPL,7/17/24,311,311-19365305,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/17/24,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
041709-2024-CMPL,7/16/24,311,311-19352667,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/23/24,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
041839-2024-CMPL,7/16/24,311,311-19323489,Specialized Vending License - MFV,Price Not Posted,BA-1693785-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/18/24,Complaint Review Complete,,,,Complete Address,40,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3398406,3000367504,BK38,1003,21,40.70328978,-73.99221329,NYC Soft Ice Cream Truck owned by Eddie Cumart
041606-2024-CMPL,7/15/24,311,311-19323489,Specialized Vending License - MFV,Price Not Posted,BA-1693785-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/17/24,Complaint Review Complete,,,,Complete Address,40,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3398406,3000367504,BK38,1003,21,40.70328978,-73.99221329,NYC Soft Ice Cream Truck owned by Eddie Cumart
041432-2024-CMPL,7/14/24,311,311-19332796,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/22/24,Complaint Review Complete,,,,Complete Address,3O,WASHINGTON ST,,,,,BROOKLYN,NY,11201,,302,33,,,BK38,2008,21,40.70433532,-73.98950454,NYC Soft Ice Cream Truck owned by Eddie Cumart
041433-2024-CMPL,7/14/24,311,311-19332803,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/15/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
041303-2024-CMPL,7/12/24,311,311-19313694,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/22/24,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
041304-2024-CMPL,7/12/24,311,311-19313708,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/24/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
041110-2024-CMPL,7/11/24,311,311-19294946,Specialized Vending License - MFV,Price Not Posted; Cashless Business,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/18/24,Complaint Review Complete,,,,Complete Address,30,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3344163,3000270040,BK38,1010,21,40.70353111,-73.98956959,NYC Soft Ice Cream Truck owned by Eddie Cumart
041022-2024-CMPL,7/10/24,311,311-19281840,Specialized Vending License - MFV,Price Not Posted; Cashless Business,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/16/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
041023-2024-CMPL,7/10/24,311,311-19281855,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/16/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
040926-2024-CMPL,7/9/24,311,311-19268883,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/9/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
040927-2024-CMPL,7/9/24,311,311-19268895,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/9/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
040779-2024-CMPL,7/7/24,311,311-19245267,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/9/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
040780-2024-CMPL,7/7/24,311,311-19245282,Specialized Vending License - MFV,Price Not Posted; Cashless Business,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/15/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
040782-2024-CMPL,7/7/24,311,311-19245620,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/15/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
040608-2024-CMPL,7/4/24,311,311-19206925,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/15/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
040610-2024-CMPL,7/4/24,311,311-19206941,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/15/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
040611-2024-CMPL,7/4/24,311,311-19206736,Specialized Vending License - MFV,Overcharge; Different Cash/Credit Card Prices Not Posted,BA-1701452-2024,EDDIES ICE CREAM CORP STATEN ISLAND NY,8/10/24,Requested Information Not Provided,,,,Complete Address,43,WASHINGTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000088,3000380001,BK38,2019,21,40.70304529,-73.98958409,NYC Soft Ice Cream Truck owned by Eddie Cumart
040357-2024-CMPL,7/1/24,Hardcopy,,Other,Overcharge,BA-1694961-2024,Eddies Ice cream corp.,8/8/24,No Consumer Response - NCR,,,,Complete Address,25,HANK PL,,,,,STATEN ISLAND,NY,10309,Staten Island,503,51,5092586,5066940280,SI01,3024,198,40.51549411,-74.1975918,NYC Soft Ice Cream Truck owned by Eddie Cumart
040173-2024-CMPL,6/28/24,311,311-19142097,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/5/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
040174-2024-CMPL,6/28/24,311,311-19142111,Specialized Vending License - MFV,Price Not Posted; Cashless Business,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/10/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
039943-2024-CMPL,6/26/24,311,311-19108138,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,6/28/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
039944-2024-CMPL,6/26/24,311,311-19108148,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,7/8/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
039846-2024-CMPL,6/25/24,311,311-19095118,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,6/25/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
039223-2024-CMPL,6/17/24,311,311-19003895,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,6/28/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
039048-2024-CMPL,6/15/24,311,311-18970108,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,6/17/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
039049-2024-CMPL,6/15/24,311,311-18970119,Specialized Vending License - MFV,Price Not Posted; Cashless Business,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,6/27/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
038962-2024-CMPL,6/14/24,311,311-18958187,Specialized Vending License - MFV,Price Not Posted; Cashless Business,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,6/27/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
038963-2024-CMPL,6/14/24,311,311-18958193,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,6/27/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
038854-2024-CMPL,6/13/24,311,311-18945934,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,6/25/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
038855-2024-CMPL,6/13/24,311,311-18945949,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,6/27/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
038749-2024-CMPL,6/12/24,311,311-18934215,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,6/12/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
038750-2024-CMPL,6/12/24,311,311-18934235,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,6/27/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
038645-2024-CMPL,6/11/24,311,311-18921715,Specialized Vending License - MFV,Price Not Posted,BA-1690898-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,6/21/24,Complaint Review Complete,,,,Cross Street (Intersection),,PARK AVENUE,WASHINGTON AVENUE,,,,Brooklyn,NY,11205,Brooklyn,302,35,,,,,191,40.69599807,-73.96741405,NYC Soft Ice Cream Truck owned by Eddie Cumart
038646-2024-CMPL,6/11/24,311,311-18921723,Specialized Vending License - MFV,Price Not Posted,BA-1688781-2024,NYC Soft Ice Cream Truck owned by Eddie Cumart,6/11/24,Complaint Review Complete,,,,Cross Street (Intersection),,WASHINGTON STREET,PLYMOUTH STREET,,,,Brooklyn,NY,11201,Brooklyn,302,33,,,,,21,40.70386048,-73.98953708,NYC Soft Ice Cream Truck owned by Eddie Cumart
038669-2024-CMPL,6/11/24,311,311-18926184,Other,Overcharge; Cashless Business,BA-1694961-2024,Eddies Ice cream corp.,7/29/24,No Consumer Response - NCR,,,,Complete Address,2,WATER ST,,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3000078,3000350012,BK38,1005,21,40.70310051,-73.99418974,NYC Soft Ice Cream Truck owned by Eddie Cumart
